,id,exec_per_sec,succ_rate,succ_per_sec,m1,m2,p1,p2,measure_time
86,86,0.5837410000000001,0.9,0.5253669000000001,0,1,0,1,0.15119999999999997
87,87,0.594381,0.4,0.23775240000000003,0,1,0,1,0.15239999999999998
88,88,0.5837410000000001,0.6,0.3502446,1,0,0,1,0.15359999999999996
89,89,0.594381,0.6,0.3566286,1,1,1,0,0.1548
90,90,0.6023609999999999,0.9,0.5421248999999999,1,0,0,0,0.15599999999999997
91,91,0.5837410000000001,0.6,0.3502446,1,0,1,0,0.15719999999999995
92,92,0.581081,0.5,0.2905405,1,0,1,1,0.15839999999999999
93,93,0.5864010000000001,0.5,0.29320050000000003,1,0,1,1,0.15959999999999996
94,94,0.589061,0.7,0.41234269999999995,1,1,1,0,0.16079999999999997
95,95,0.5864010000000001,0.3,0.1759203,0,0,0,0,0.16199999999999998
96,96,0.581081,0.7,0.40675669999999997,1,0,1,1,0.16319999999999996
97,97,0.5837410000000001,0.8,0.4669928000000001,1,0,0,1,0.1644
98,98,0.589061,0.8,0.47124879999999997,0,1,1,0,0.16559999999999997
99,99,0.5917209999999999,0.6,0.3550326,1,1,0,0,0.16679999999999995
100,100,0.578421,0.8,0.4627368,1,1,1,1,0.16799999999999998
101,101,0.594381,0.6,0.3566286,1,0,1,1,0.16919999999999996
102,102,0.6023609999999999,0.8,0.48188879999999995,1,1,1,0,0.17039999999999997
103,103,0.5864010000000001,0.8,0.46912080000000006,1,1,0,1,0.17159999999999997
104,104,0.589061,0.9,0.5301549,0,0,1,1,0.17279999999999995
105,105,0.597041,0.9,0.5373369,1,0,1,1,0.174
106,106,0.589061,0.5,0.2945305,1,1,1,1,0.17519999999999997
107,107,0.578421,0.7,0.40489469999999994,1,0,0,0,0.17639999999999995
108,108,0.597041,0.8,0.4776328000000001,1,0,0,1,0.17759999999999998
109,109,0.5917209999999999,0.7,0.4142046999999999,1,0,0,0,0.17879999999999996
110,110,0.589061,0.8,0.47124879999999997,1,0,1,1,0.17999999999999994
111,111,0.557141,0.7,0.3899987,0,0,0,0,0.18119999999999997
112,112,0.581081,0.6,0.3486486,0,0,0,1,0.18239999999999995
113,113,0.5837410000000001,0.7,0.4086187,0,0,0,1,0.18359999999999999
114,114,0.5864010000000001,0.6,0.3518406,1,0,1,1,0.18479999999999996
115,115,0.5864010000000001,0.8,0.46912080000000006,0,1,0,1,0.18599999999999994
116,116,0.597041,0.6,0.3582246,0,0,0,0,0.18719999999999998
117,117,0.594381,0.8,0.47550480000000006,1,1,1,0,0.18839999999999996
118,118,0.589061,0.5,0.2945305,0,0,1,0,0.18959999999999994
119,119,0.5864010000000001,0.6,0.3518406,1,0,0,1,0.19079999999999997
120,120,0.5864010000000001,0.7,0.41048070000000003,1,0,0,1,0.19199999999999995
121,121,0.581081,0.6,0.3486486,0,0,0,1,0.19319999999999998
122,122,0.5917209999999999,0.6,0.3550326,1,1,0,1,0.19439999999999996
123,123,0.5837410000000001,0.6,0.3502446,0,0,0,0,0.19559999999999994
124,124,0.578421,0.5,0.2892105,0,0,0,0,0.19679999999999997
125,125,0.597041,0.7,0.4179287,0,0,1,0,0.19799999999999995
126,126,0.5837410000000001,0.5,0.29187050000000003,1,0,0,1,0.19919999999999993
127,127,0.589061,0.5,0.2945305,1,0,0,0,0.20039999999999997
128,128,0.575761,0.4,0.2303044,1,0,0,1,0.20159999999999995
129,129,0.5917209999999999,0.7,0.4142046999999999,0,0,1,0,0.20279999999999998
130,130,0.581081,0.7,0.40675669999999997,0,0,0,0,0.20399999999999996
131,131,0.5917209999999999,0.6,0.3550326,0,1,0,1,0.20519999999999994
132,132,0.589061,0.7,0.41234269999999995,0,1,1,1,0.20639999999999997
133,133,0.594381,0.6,0.3566286,0,0,1,0,0.20759999999999995
134,134,0.5731010000000001,0.8,0.4584808000000001,1,0,1,1,0.20879999999999993
135,135,0.5837410000000001,0.7,0.4086187,1,1,1,0,0.20999999999999996
136,136,0.565121,0.5,0.2825605,1,0,1,0,0.21119999999999994
137,137,0.589061,0.6,0.35343659999999993,1,0,0,1,0.21239999999999998
138,138,0.589061,0.8,0.47124879999999997,1,0,1,0,0.21359999999999996
139,139,0.607681,0.5,0.3038405,1,1,1,1,0.21479999999999994
140,140,0.5837410000000001,0.7,0.4086187,0,0,0,1,0.21599999999999997
141,141,0.597041,0.6,0.3582246,1,1,0,1,0.21719999999999995
142,142,0.581081,0.5,0.2905405,1,1,0,0,0.21839999999999993
143,143,0.581081,0.7,0.40675669999999997,0,0,0,1,0.21959999999999996
144,144,0.607681,0.7,0.4253767,1,0,1,0,0.22079999999999994
145,145,0.597041,0.8,0.4776328000000001,1,1,1,0,0.22199999999999998
146,146,0.589061,0.8,0.47124879999999997,1,1,1,1,0.22319999999999995
147,147,0.605021,1.0,0.605021,1,0,1,0,0.22439999999999993
148,148,0.599701,0.6,0.3598206,0,1,0,0,0.22559999999999997
149,149,0.5837410000000001,0.7,0.4086187,0,1,1,0,0.22679999999999995
150,150,0.599701,0.6,0.3598206,0,0,1,1,0.22799999999999992
151,151,0.5917209999999999,0.7,0.4142046999999999,0,0,1,0,0.22919999999999996
152,152,0.5731010000000001,0.8,0.4584808000000001,1,0,0,1,0.23039999999999994
153,153,0.594381,0.7,0.4160667,0,1,0,0,0.23159999999999997
154,154,0.5837410000000001,0.9,0.5253669000000001,1,1,0,1,0.23279999999999995
155,155,0.5837410000000001,0.6,0.3502446,1,1,0,0,0.23399999999999993
156,156,0.5864010000000001,0.5,0.29320050000000003,1,0,1,1,0.23519999999999996
157,157,0.610341,0.4,0.24413640000000003,1,0,1,0,0.23639999999999994
158,158,0.599701,0.6,0.3598206,1,0,1,0,0.23759999999999992
159,159,0.581081,0.6,0.3486486,0,0,1,1,0.23879999999999996
160,160,0.5917209999999999,0.8,0.4733768,0,1,0,1,0.23999999999999994
