"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"99","295.6376528914198","230.96996655545522","4.832440718580444","-0.3102128571403012","0.008799999999999919","0.007199999999999984","0.0104","1244.4444444444443","0.0002233653666247121","0","0.0002233653666247121","0.0002233653666247121","99_98:0.007227381035778024;99_100:0.008345139389119766","99_98:533.3333333333333;99_100:533.3333333333333","true"
"100","214.4939738589487","230.63769886665727","4.648612123666714","-0.31432473968171126","0.006700000000000039","0.008600000000000052","0.0048","1244.4444444444443","0.00023804462999078073","0","0.00023804462999078073","0.00023804462999078073","","","true"
"101","252.81447959314116","55.44564267957761","4.844082926458999","-0.31062354929050423","0.0033000000000000806","0.0046000000000000485","0.002","1244.4444444444443","0.00017809679612251962","0","0.00017809679612251962","0.00017809679612251962","101_102:0.006975957159034679;101_100:0.006588806688746035","101_102:533.3333333333333;101_100:533.3333333333333","true"
"102","285.58523759060057","191.6719409504133","4.78666725452412","-0.31093198650261733","0.05600000000000005","0.0546","0.05740000000000001","1244.4444444444443","0.00029331799073881176","0","0.00029331799073881176","0.00029331799073881176","102_103:0.0070905380293250775","102_103:533.3333333333333","true"
"103","260.7972114594094","177.95043488022483","4.6946717480719125","-0.31225904514446806","0.0048000000000000265","0.00660000000000005","0.003","1244.4444444444443","0.0002503828031536361","0","0.0002503828031536361","0.0002503828031536361","","","true"
"104","273.70821547474026","200.50983970482514","4.783874363990235","-0.3122310065044028","0.0033999999999999586","0.0044","0.0023999999999999577","1244.4444444444443","0.00021278574149060522","0","0.00021278574149060522","0.00021278574149060522","104_103:0.005636754822837875","104_103:533.3333333333333","true"
"105","200.69743068611328","36.96984107560456","4.883438622257691","-0.30991690927064675","0.009399999999999964","0.008399999999999963","0.0104","1244.4444444444443","0.00020667202390491898","0","0.00020667202390491898","0.00020667202390491898","105_104:0.006757144730857395","105_104:533.3333333333333","true"
"106","333.5831249154723","274.0442700892341","4.774769354835833","-0.31270542930455303","0.0040999999999999925","0.005800000000000027","0.0024","1244.4444444444443","0.00019423317369133712","0","0.00019423317369133712","0.00019423317369133712","106_105:0.00467525615967293","106_105:533.3333333333333","true"
"107","214.54636073689923","167.2888298127208","4.985901519928756","-0.307441695251335","0.010199999999999987","0.013599999999999945","0.0068","1244.4444444444443","0.00037567789583588566","0","0.00037567789583588566","0.00037567789583588566","107_106:0.006596867998537981;107_108:0.008577926795002244","107_106:533.3333333333333;107_108:533.3333333333333","true"
"108","193.8926326982287","238.5521699429369","4.85764181631837","-0.3093687563471741","0.008299999999999974","0.009000000000000008","0.0076","1244.4444444444443","0.00034348558155471404","0","0.00034348558155471404","0.00034348558155471404","","","true"
"109","274.40583173542285","269.3319205835688","4.794031520638471","-0.3098231211288872","0.029099999999999904","0.02859999999999996","0.0296","1244.4444444444443","0.00023930839363068158","0","0.00023930839363068158","0.00023930839363068158","109_96:0.005089815850133544","109_96:533.3333333333333","true"
"110","267.4141585087627","276.4988129260476","4.834518609330902","-0.30953885962680133","0.00550000000000006","0.007000000000000006","0.004","1244.4444444444443","0.0002751992283947779","0","0.0002751992283947779","0.0002751992283947779","110_118:0.007136900954610476;110_100:0.007060217499780502","110_118:533.3333333333333;110_100:533.3333333333333","true"
"111","157.31932013335938","227.15696725093656","4.899669904545604","-0.30966196143120256","0.0045999999999999375","0.0068","0.0023999999999999577","1244.4444444444443","0.00020800024052052785","0","0.00020800024052052785","0.00020800024052052785","111_104:0.006793595072624087","111_104:533.3333333333333","true"
"112","325.5878741140981","48.39778839924472","4.931284377345096","-0.30828010772706876","0.010399999999999965","0.01319999999999999","0.0076","1244.4444444444443","0.00028926603079783097","0","0.00028926603079783097","0.00028926603079783097","112_126:0.004659739551970965;112_108:0.00677999662101994","112_126:533.3333333333333;112_108:533.3333333333333","true"
"113","340.0171888136794","56.905300176103594","4.963733754147903","-0.3084394283671576","0.005900000000000016","0.008399999999999963","0.0034","1244.4444444444443","0.00018636544355265372","0","0.00018636544355265372","0.00018636544355265372","113_114:0.0042267975645017","113_114:533.3333333333333","true"
"114","318.8228484365195","398.6781997997288","4.8845241720687484","-0.30934321871293896","0.0121","0.012800000000000034","0.0114","1244.4444444444443","0.00013119737959350162","0","0.00013119737959350162","0.00013119737959350162","114_109:0.003066154545435351;114_115:0.015106691763732472","114_109:533.3333333333333;114_115:533.3333333333333","true"
"115","275.14360326967204","241.18499603560775","4.742941645211472","-0.3109775593036345","0.006800000000000028","0.01100000000000001","0.0026","1244.4444444444443","0.00047165418861492555","0","0.00047165418861492555","0.00047165418861492555","","","true"
"116","210.59269436772456","196.55571950311136","4.931269385577527","-0.30852099993985993","0.006700000000000039","0.007600000000000051","0.0058","1244.4444444444443","0.00020412733285906555","0","0.00020412733285906555","0.00020412733285906555","116_115:0.012675783543652869","116_115:533.3333333333333","true"
"117","240.72641838958356","196.8575893949506","4.793036864268862","-0.3108430479754478","0.009199999999999986","0.01200000000000001","0.0064","1244.4444444444443","0.0006278911673261575","0","0.0006278911673261575","0.0006278911673261575","117_118:0.007159287186890462;117_116:0.012944745136994285","117_118:533.3333333333333;117_116:533.3333333333333","true"
"118","194.1213135762589","202.0557437398755","4.7374775547108126","-0.31213784976055814","0.005400000000000071","0.0066","0.0041999999999999815","1244.4444444444443","0.00019610836598608203","0","0.00019610836598608203","0.00019610836598608203","","","true"
"119","194.46079687236738","133.00455018469742","4.792608197737808","-0.3115006149023877","0.007000000000000006","0.0092","0.0048000000000000265","1244.4444444444443","0.0007417038627941653","0","0.0007417038627941653","0.0007417038627941653","119_118:0.0069986665555404615;119_120:0.007830854246242885","119_118:533.3333333333333;119_120:533.3333333333333","true"
"120","125.05109815360406","186.3946092096534","4.887787709617828","-0.30954720593807233","0.010399999999999965","0.0124","0.008399999999999963","1244.4444444444443","0.00016690676182114426","0","0.00016690676182114426","0.00016690676182114426","120_121:0.0066366617543272","120_121:533.3333333333333","true"
"121","314.3327839397176","98.8420909042859","4.847715718974105","-0.31085098125216193","0.01330000000000009","0.015800000000000036","0.0108","1244.4444444444443","0.00022470781750407126","0","0.00022470781750407126","0.00022470781750407126","121_122:0.006990745606336279","121_122:533.3333333333333","true"
"122","344.3599622348862","196.9609364538061","4.7314821222602665","-0.31159801750313826","0.005800000000000027","0.0066","0.0050000000000000044","1244.4444444444443","0.000382513258736767","0","0.000382513258736767","0.000382513258736767","122_111:0.009104784747428846","122_111:533.3333333333333","true"
"123","290.04849505254657","251.42453498098106","4.820644006966986","-0.310311785682582","0.0045999999999999375","0.0064","0.0028000000000000247","1244.4444444444443","0.00029421897941325087","0","0.00029421897941325087","0.00029421897941325087","123_122:0.01025634967611444","123_122:533.3333333333333","true"
"124","262.39683314905693","208.6740807496349","4.881318206462147","-0.3092081732598848","0.0045999999999999375","0.00539999999999996","0.0038","1244.4444444444443","0.00016302401186050558","0","0.00016302401186050558","0.00016302401186050558","124_123:0.005026609778357866","124_123:533.3333333333333","true"
"125","275.8011449397831","28.28263462639942","4.977356202481792","-0.30775761323383166","0.00649999999999995","0.007000000000000006","0.006","1244.4444444444443","0.00019407870672962017","0","0.00019407870672962017","0.00019407870672962017","125_124:0.00486327060102304","125_124:533.3333333333333","true"
"126","289.31958347572134","78.28315529492363","4.831260531813182","-0.3093005432479466","0.018900000000000028","0.015000000000000013","0.0228","1244.4444444444443","0.0003119891717866022","0","0.0003119891717866022","0.0003119891717866022","126_125:0.004838804572710215","126_125:533.3333333333333","true"
